Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,district,area_comfort
225000.0,3.0,2022.0,11.0,25.0,2008.0,69.0,37.0,14.0,Голосіївська,Голосіївський,18.0
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,Голосіївська,Голосіївський,22.0
47000.0,1.0,1146.0,5.0,16.0,1990.0,41.0,10.0,16.0,Тираспольська,Подільський,15.0
60000.0,1.0,1277.0,5.0,16.0,2009.0,47.0,22.0,14.0,Тираспольська,Подільський,11.0
45000.0,1.0,1214.9,5.0,16.0,1990.0,69.0,37.0,14.0,Тираспольська,Подільський,18.0
90000.0,2.0,2195.0,1.0,9.0,2009.0,41.0,28.0,6.0,Лаврська,Печерський,7.0
44980.0,1.0,1249.0,19.0,25.0,2017.0,36.0,16.0,14.0,Правди,Подільський,6.0
67000.0,2.0,971.0,3.0,26.0,2021.0,69.0,25.0,21.0,Правди,Подільський,23.0
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,Правди,Подільський,11.0
80000.0,2.0,1067.0,6.0,26.0,2009.0,75.0,27.0,21.0,Правди,Подільський,27.0
52500.0,1.0,1117.0,15.0,25.0,2019.0,47.0,15.0,18.0,Правди,Подільський,14.0
84000.0,3.0,944.0,8.0,26.0,2009.0,89.0,43.0,18.0,Правди,Подільський,28.0
53000.0,1.0,1104.0,8.0,25.0,2009.0,48.0,14.0,19.0,Правди,Подільський,15.0
84000.0,2.0,1000.0,19.0,25.0,2009.0,84.0,37.0,23.0,Правди,Подільський,24.0
50000.0,1.0,1316.0,18.0,24.0,2019.0,38.0,17.0,10.0,Правди,Подільський,11.0
58000.0,1.0,1286.0,24.0,25.0,2009.0,69.0,37.0,14.0,Правди,Подільський,18.0
65000.0,1.0,1182.0,5.0,18.0,2009.0,55.0,37.0,21.0,Правди,Подільський,0.0
115000.0,2.0,1742.0,15.0,25.0,2018.0,66.0,30.0,18.0,Правди,Подільський,18.0
73860.0,2.0,1319.0,5.0,9.0,2009.0,56.0,30.0,9.0,Йорданська,Оболонський,17.0
135000.0,3.0,1588.0,8.0,10.0,2015.0,85.0,49.0,12.0,Регенераторна,Дніпровський,24.0
94000.0,1.0,2043.0,1.0,9.0,2009.0,46.0,37.0,14.0,Регенераторна,Дніпровський,0.0
146000.0,3.0,1718.0,1.0,9.0,2015.0,85.0,40.0,17.0,Регенераторна,Дніпровський,28.0
120000.0,1.0,2400.0,12.0,23.0,2015.0,50.0,18.0,15.0,Зарічна,Дарницький,17.0
104000.0,3.0,1169.0,18.0,26.0,2009.0,89.0,37.0,40.0,Зарічна,Дарницький,12.0
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,Зарічна,Дарницький,9.0
130032.0,3.0,1548.0,15.0,25.0,2016.0,84.0,50.0,17.0,Зарічна,Дарницький,17.0
150000.0,2.0,2459.0,23.0,25.0,2015.0,61.0,33.0,9.0,Зарічна,Дарницький,19.0
140000.0,3.0,1265.0,6.0,9.0,2009.0,69.0,37.0,38.0,Зарічна,Дарницький,0.0
73000.0,1.0,1521.0,20.0,26.0,2018.0,48.0,10.0,23.0,Зарічна,Дарницький,15.0
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,Зарічна,Дарницький,0.0
139900.0,4.0,1260.0,6.0,9.0,2009.0,111.0,37.0,14.0,Зарічна,Дарницький,60.0
90000.0,4.0,1059.0,4.0,10.0,1994.0,85.0,37.0,14.0,Курнатовського,"Дніпровський, Деснянський",34.0
187000.0,3.0,1550.0,2.0,5.0,1934.0,69.0,37.0,14.0,Інститутська,Печерський,18.0
1500000.0,5.0,5000.0,6.0,6.0,2009.0,300.0,37.0,14.0,Інститутська,Печерський,249.0
140000.0,2.0,1842.0,13.0,18.0,1991.0,76.0,39.0,14.0,Старонаводницька,Печерський,23.0
345000.0,4.0,2054.0,10.0,18.0,2005.0,168.0,89.0,13.0,Старонаводницька,Печерський,66.0
230000.0,2.0,2771.0,6.0,7.0,1915.0,83.0,45.0,11.0,Заньковецької,Печерський,27.0
178000.0,2.0,2373.0,2.0,16.0,2009.0,75.0,37.0,21.0,Кудрявська,Шевченківський,17.0
234000.0,3.0,2000.0,7.0,15.0,2009.0,117.0,76.0,12.0,Кудрявська,Шевченківський,29.0
330000.0,3.0,2357.0,2.0,9.0,2000.0,140.0,37.0,14.0,Кудрявська,Шевченківський,89.0
33000.0,1.0,1000.0,14.0,24.0,2009.0,33.0,16.0,5.0,Милославська,Деснянський,12.0
45500.0,1.0,929.0,2.0,9.0,1995.0,49.0,14.0,24.0,Милославська,Деснянський,11.0
58000.0,2.0,866.0,15.0,25.0,2009.0,67.0,32.0,12.0,Милославська,Деснянський,23.0
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,Милославська,Деснянський,13.0
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,Милославська,Деснянський,11.0
145000.0,4.0,1381.0,1.0,9.0,1977.0,105.0,80.0,12.0,Героїв Дніпра,Оболонський,13.0
59899.0,2.0,1070.0,8.0,10.0,1995.0,56.0,34.0,8.0,Вишняківська,Дарницький,14.0
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,Дарницький,14.0
49500.0,1.0,1269.0,19.0,26.0,2009.0,39.0,17.0,11.0,Причальна,Дарницький,11.0
93000.0,3.0,1336.0,13.0,14.0,1994.0,69.0,48.0,14.0,Повітрофлотський,"Шевченківський, Солом'янський",7.0
53000.0,1.0,1152.0,7.0,25.0,2009.0,46.0,37.0,14.0,Повітрофлотський,"Шевченківський, Солом'янський",0.0
87500.0,2.0,1306.0,20.0,25.0,2015.0,67.0,37.0,14.0,Драгоманова,Дарницький,16.0
125000.0,3.0,1147.0,23.0,26.0,2011.0,109.0,83.0,16.0,Драгоманова,Дарницький,10.0
92000.0,2.0,1227.0,2.0,25.0,2015.0,75.0,38.0,15.0,Драгоманова,Дарницький,22.0
67000.0,2.0,1098.0,13.0,15.0,1994.0,61.0,31.0,9.0,Драгоманова,Дарницький,21.0
77000.0,1.0,1426.0,16.0,24.0,2015.0,54.0,22.0,11.0,Драгоманова,Дарницький,21.0
95000.0,2.0,1730.0,10.0,16.0,1993.0,69.0,29.0,14.0,Драгоманова,Дарницький,26.0
90000.0,2.0,1139.0,13.0,23.0,2015.0,79.0,34.0,18.0,Драгоманова,Дарницький,27.0
70000.0,1.0,1659.0,1.0,19.0,2006.0,69.0,18.0,10.0,Драгоманова,Дарницький,41.0
120000.0,3.0,1091.0,3.0,16.0,2002.0,110.0,54.0,13.0,Драгоманова,Дарницький,43.0
135482.1,2.0,1782.6,1.0,25.0,2015.0,76.0,37.0,14.0,Драгоманова,Дарницький,25.0
75000.0,1.0,1442.0,4.0,25.0,2016.0,52.0,18.0,14.0,Драгоманова,Дарницький,20.0
90000.0,2.0,1800.0,4.0,4.0,1896.0,50.0,37.0,6.0,Малопідвальна,Шевченківський,7.0
239000.0,3.0,3025.0,3.0,7.0,1954.0,79.0,44.0,13.0,Малопідвальна,Шевченківський,22.0
190000.0,2.0,3167.0,9.0,21.0,2017.0,60.0,37.0,25.0,Предславинська,Печерський,0.0
139990.0,1.0,3182.0,24.0,24.0,2017.0,44.0,20.0,15.0,Предславинська,Печерський,9.0
680000.0,7.0,2369.0,21.0,21.0,2010.0,287.0,177.0,14.0,Лабораторний,Печерський,96.0
330000.0,3.0,3000.0,18.0,24.0,2018.0,110.0,60.0,40.0,Лабораторний,Печерський,10.0
35600.0,1.0,989.0,10.0,26.0,2009.0,36.0,15.0,12.0,Клеманська,Дарницький,9.0
40500.0,1.0,1067.0,4.0,26.0,2009.0,69.0,37.0,14.0,Клеманська,Дарницький,18.0
530000.0,3.0,3926.0,4.0,15.0,2017.0,135.0,50.0,40.0,Саперне Поле,Печерський,45.0
620000.0,3.0,4769.0,4.0,15.0,2017.0,130.0,66.0,16.0,Саперне Поле,Печерський,48.0
420000.0,2.0,4667.0,5.0,18.0,2017.0,90.0,37.0,14.0,Саперне Поле,Печерський,39.0
295000.0,2.0,4275.0,5.0,15.0,2019.0,69.0,49.0,20.0,Саперне Поле,Печерський,0.0
540000.0,4.0,4000.0,4.0,14.0,2019.0,135.0,37.0,14.0,Саперне Поле,Печерський,84.0
128000.0,1.0,2510.0,2.0,9.0,2015.0,51.0,15.0,25.0,Саперне Поле,Печерський,11.0
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,Печерський,11.0
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,Саперне Поле,Печерський,37.0
219000.0,1.0,3776.0,2.0,9.0,2019.0,58.0,20.0,20.0,Саперне Поле,Печерський,18.0
255000.0,4.0,2024.0,16.0,25.0,2016.0,126.0,70.0,15.0,Саперне Поле,Печерський,41.0
229000.0,3.0,2140.0,7.0,25.0,2007.0,107.0,50.0,14.0,Героїв Сталінграда,Оболонський,43.0
136000.0,3.0,1462.0,2.0,16.0,1998.0,93.0,50.0,28.0,Героїв Сталінграда,Оболонський,15.0
145000.0,2.0,1933.0,5.0,24.0,2007.0,75.0,44.0,14.0,Героїв Сталінграда,Оболонський,17.0
280000.0,3.0,2137.0,8.0,9.0,2005.0,131.0,75.0,25.0,Героїв Сталінграда,Оболонський,31.0
98500.0,3.0,1449.0,5.0,9.0,1980.0,68.0,43.0,10.0,Героїв Сталінграда,Оболонський,15.0
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,Героїв Сталінграда,Оболонський,31.0
275000.0,3.0,2644.0,5.0,24.0,2008.0,104.0,70.0,14.0,Героїв Сталінграда,Оболонський,20.0
76000.0,3.0,1086.0,6.0,9.0,1980.0,70.0,34.0,10.0,Героїв Сталінграда,Оболонський,26.0
110000.0,2.0,2000.0,3.0,9.0,1971.0,55.0,37.0,14.0,Тарасівська,Голосіївський,4.0
92900.0,3.0,1021.0,4.0,5.0,1956.0,91.0,56.0,11.0,Краківська,Дніпровський,24.0
83000.0,2.0,1107.0,10.0,26.0,2019.0,75.0,30.0,27.0,Краківська,Дніпровський,18.0
77500.0,1.0,1845.0,5.0,9.0,2018.0,42.0,17.0,15.0,Юнацька,Святошинський,10.0
129999.0,2.0,2063.0,6.0,9.0,2018.0,63.0,30.0,15.0,Юнацька,Святошинський,18.0
125000.0,2.0,1866.0,4.0,9.0,2018.0,67.0,37.0,14.0,Юнацька,Святошинський,16.0
121860.0,2.0,1741.0,2.0,9.0,2018.0,70.0,45.0,14.0,Юнацька,Святошинський,11.0
57000.0,3.0,851.0,5.0,9.0,1985.0,67.0,37.0,14.0,Маяковського,Деснянський,16.0
170000.0,2.0,1932.0,3.0,9.0,2005.0,88.0,44.0,22.0,Дмитрівська,Шевченківський,22.0
268000.0,4.0,1381.0,18.0,20.0,2010.0,194.0,93.0,35.0,Дмитрівська,Шевченківський,66.0
84999.0,4.0,885.0,7.0,16.0,1986.0,96.0,37.0,13.0,Миропільська,"Деснянський, Дніпровський",46.0
70000.0,3.0,729.0,4.0,4.0,1946.0,96.0,37.0,14.0,Вишгородська,"Подільський, Оболонський",45.0
120000.0,3.0,1395.0,10.0,24.0,2009.0,86.0,40.0,17.0,Вишгородська,"Подільський, Оболонський",29.0
76800.0,3.0,985.0,2.0,5.0,1958.0,78.0,78.0,9.0,Вишгородська,"Подільський, Оболонський",0.0
85000.0,1.0,1518.0,7.0,14.0,2009.0,56.0,20.0,14.0,Вишгородська,"Подільський, Оболонський",22.0
46500.0,2.0,1011.0,5.0,5.0,1963.0,46.0,31.0,7.0,Вишгородська,"Подільський, Оболонський",8.0
36000.0,1.0,1200.0,5.0,9.0,2009.0,30.0,13.0,10.0,Жолудєва,Святошинський,7.0
210000.0,3.0,1409.0,7.0,12.0,2001.0,149.0,87.0,16.0,Павлівська,Шевченківський,46.0
180000.0,2.0,1915.0,4.0,10.0,2005.0,94.0,45.0,15.0,Павлівська,Шевченківський,34.0
85900.0,3.0,1263.0,6.0,8.0,1964.0,68.0,47.0,6.0,Голосіївський,Голосіївський,15.0
59000.0,2.0,1157.0,2.0,12.0,1981.0,51.0,37.0,14.0,Голосіївський,Голосіївський,0.0
63000.0,3.0,1125.0,5.0,5.0,1965.0,56.0,42.0,6.0,Голосіївський,Голосіївський,8.0
484000.0,2.0,3569.0,2.0,24.0,2010.0,69.0,37.0,14.0,Голосіївський,Голосіївський,18.0
229000.0,3.0,1684.0,2.0,24.0,2013.0,136.0,72.0,20.0,Голосіївський,Голосіївський,44.0
108000.0,1.0,2160.0,2.0,25.0,2019.0,50.0,30.0,10.0,Осокорська,Дарницький,10.0
113300.0,3.0,1218.0,15.0,21.0,2009.0,93.0,55.0,11.0,Осокорська,Дарницький,27.0
50700.0,1.0,1300.0,6.0,14.0,2019.0,39.0,25.0,8.0,Максимовича,Святошинський,6.0
79700.0,1.0,2952.0,23.0,23.0,2012.0,27.0,15.0,5.0,Максимовича,Святошинський,7.0
74000.0,1.0,1762.0,3.0,16.0,2009.0,42.0,37.0,14.0,Максимовича,Святошинський,0.0
138000.0,2.0,2300.0,13.0,14.0,2017.0,60.0,30.0,10.0,Максимовича,Святошинський,20.0
109000.0,3.0,1253.0,7.0,16.0,2009.0,87.0,37.0,14.0,Максимовича,Святошинський,36.0
89000.0,2.0,1413.0,12.0,14.0,2013.0,63.0,37.0,11.0,Максимовича,Святошинський,15.0
95000.0,3.0,1234.0,16.0,25.0,2017.0,77.0,45.0,12.0,Максимовича,Святошинський,20.0
127900.0,2.0,1776.0,13.0,24.0,2017.0,72.0,35.0,17.0,Максимовича,Святошинський,20.0
92000.0,3.0,965.0,1.0,25.0,2009.0,69.0,48.0,16.0,Ясинуватський,Голосіївський,5.0
97000.0,2.0,1260.0,16.0,22.0,2018.0,77.0,37.0,14.0,Ясинуватський,Голосіївський,26.0
480000.0,4.0,2609.0,5.0,6.0,1915.0,184.0,108.0,34.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",42.0
170000.0,3.0,2068.0,4.0,5.0,1910.0,69.0,37.0,14.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",18.0
115000.0,2.0,2170.0,7.0,7.0,1961.0,53.0,35.0,14.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",4.0
170000.0,2.0,2656.0,5.0,7.0,1948.0,64.0,37.0,9.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",18.0
86860.0,2.0,905.0,10.0,10.0,2017.0,96.0,44.0,23.0,Центральна,Дніпровський,29.0
69000.0,1.0,1643.0,8.0,10.0,2018.0,42.0,12.0,20.0,Центральна,Дніпровський,10.0
55000.0,2.0,1222.0,13.0,16.0,1980.0,45.0,37.0,11.0,Райдужна,Дніпровський,0.0
78000.0,2.0,1696.0,5.0,11.0,2018.0,46.0,20.0,20.0,Райдужна,Дніпровський,6.0
138000.0,2.0,1811.0,3.0,15.0,2014.0,69.0,37.0,14.0,Ломоносова,Голосіївський,18.0
284000.0,2.0,2812.0,7.0,11.0,2004.0,101.0,37.0,14.0,Гусовського,Печерський,50.0
61000.0,1.0,1743.0,8.0,9.0,1974.0,35.0,17.0,6.0,Гусовського,Печерський,12.0
49899.0,1.0,1386.0,1.0,9.0,1978.0,36.0,18.0,7.0,Багговутівська,Шевченківський,11.0
165000.0,4.0,1213.0,11.0,12.0,2019.0,136.0,100.0,30.0,Багговутівська,Шевченківський,6.0
100000.0,1.0,2273.0,3.0,11.0,2019.0,44.0,37.0,10.0,Багговутівська,Шевченківський,0.0
85000.0,2.0,1312.0,17.0,25.0,2009.0,69.0,38.0,14.0,Багговутівська,Шевченківський,17.0
70000.0,2.0,1273.0,4.0,5.0,1938.0,55.0,39.0,8.0,Багговутівська,Шевченківський,8.0
70000.0,2.0,1167.0,7.0,12.0,2019.0,60.0,26.0,14.0,Багговутівська,Шевченківський,20.0
75000.0,2.0,1250.0,4.0,5.0,1938.0,60.0,45.0,9.0,Багговутівська,Шевченківський,6.0
185000.0,3.0,1745.0,8.0,25.0,2016.0,106.0,37.0,38.0,Героїв Севастополя,Солом'янський,31.0
48700.0,1.0,991.0,19.0,25.0,2009.0,69.0,37.0,14.0,Балтійський,Оболонський,18.0
49700.0,1.0,1012.0,19.0,25.0,2020.0,69.0,18.0,18.0,Балтійський,Оболонський,33.0
63000.0,2.0,808.0,22.0,25.0,2009.0,78.0,36.0,12.0,Балтійський,Оболонський,30.0
63500.0,2.0,814.0,22.0,25.0,2009.0,78.0,36.0,12.0,Балтійський,Оболонський,30.0
54500.0,1.0,996.0,23.0,25.0,2009.0,69.0,37.0,12.0,Балтійський,Оболонський,20.0
40000.0,1.0,995.0,14.0,25.0,2009.0,69.0,37.0,12.0,Балтійський,Оболонський,20.0
130000.0,2.0,2600.0,1.0,5.0,1964.0,50.0,37.0,12.0,Німанська,Печерський,1.0
62000.0,2.0,1378.0,2.0,5.0,1968.0,45.0,30.0,7.0,Німанська,Печерський,8.0
41187.0,1.0,936.0,3.0,13.0,2009.0,44.0,19.0,11.0,Берковецька,Святошинський,14.0
740000.0,1.0,2772.0,20.0,24.0,2019.0,267.0,150.0,75.0,Антоновича,"Голосіївський, Печерський",42.0
250000.0,3.0,1538.0,10.0,22.0,2001.0,69.0,50.0,20.0,Антоновича,"Голосіївський, Печерський",0.0
225000.0,2.0,4500.0,8.0,23.0,2019.0,50.0,37.0,14.0,Антоновича,"Голосіївський, Печерський",0.0
290000.0,1.0,6444.0,22.0,24.0,2019.0,45.0,12.0,18.0,Антоновича,"Голосіївський, Печерський",15.0
90000.0,2.0,1550.0,2.0,10.0,2009.0,69.0,37.0,14.0,Антоновича,"Голосіївський, Печерський",18.0
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,Антоновича,"Голосіївський, Печерський",15.0
232000.0,3.0,1706.0,11.0,13.0,2014.0,136.0,70.0,14.0,Антоновича,"Голосіївський, Печерський",52.0
499000.0,2.0,4990.0,22.0,25.0,2019.0,100.0,37.0,14.0,Антоновича,"Голосіївський, Печерський",49.0
320000.0,2.0,3232.0,13.0,24.0,2019.0,99.0,47.0,13.0,Антоновича,"Голосіївський, Печерський",39.0
126000.0,2.0,1658.0,15.0,32.0,2020.0,76.0,41.0,14.0,Микільсько-Слобідська,Дніпровський,21.0
152000.0,2.0,1949.0,14.0,30.0,2020.0,78.0,37.0,12.0,Микільсько-Слобідська,Дніпровський,29.0
